Link to HLAS catalog,author,Author city of origin,English title,translator name,city where book was published,publisher,year published,translation annotations
https://lccn.loc.gov/bi2014001803,"Cuenca, João Paulo ",Río de Janeiro,The only happy ending for a love story is an accident ,Elizabeth Lowe,Dartmouth,Tagus Press  UMass Dartmouth ,2013,"Born in Rio in 1978, Cuenca is another of {Granta}'s 2012 Best of Young Brazilian Novelists, whose reputation is rapidly growing both at home and abroad. This is his third novel (published in Brazil in 2010) and the first to be translated into English. Set in Tokyo in the near future, this love story is mysterious and surreal, incorporating elements of Japanese mass culture and dealing with obsession, voyeurism, and an endlessly refracted reality. Lowe's excellent translation captures well the poetic and compelling tone of Cuenca's prose. [DP]"
https://lccn.loc.gov/bi2014001818,"Kucinski, Bernardo ",São Paulo,K ,Sue Branford,London,Latin American Bureau ,2013,"Published in Brazil in 2011 when the author was 74 years old, this first novel by journalist and retired political science professor Bernardo Kucinski is based on the actual story of Kucinski's sister. In 28 chapters that sometimes read like independent short stories told from a variety of narrative perspectives, the novel focuses on an elderly man, K., a Jewish refugee from Poland who immigrated to São Paulo in the 1930s. Years later, in 1974, his daughter, Ana Rosa Kucinski, an activist in a clandestine group fighting against the Brazilian dictatorship, disappears. The novel recounts the search for her, in the light of the family experience of the Holocaust, with which the destruction and repression of the military regime in Brazil is repeatedly compared. Kucinski, who readily acknowledges his debt to Kafka, says that survivor guilt is his great theme and describes his novel as ""entirely fiction and entirely as it happened."" Rebecca Atencio, in {World Literature Today}, noted: ""Originally published in Portuguese in 2011 (the same year Brazil inaugurated its National Truth Commission to investigate the crimes of the military dictatorship), K is a compelling novel that illustrates how fiction can be a more powerful mode of bearing witness than testimony."" [DP]"
https://lccn.loc.gov/bi2014001810,"Leão, Rodrigo de Souza ",Río de Janeiro,All dogs are blue ,Zoë Perry and Stefan Tobler,"High Wycombe, England ",And Other Stories ,2013,"A reclusive figure from Rio de Janeiro, Rodrigo de Souza Leão, poet, novelist, and co-founder of the poetry magazine {Zunai}, suffered from schizophrenia and died at the age of 43 in a psychiatric hospital in Rio in 2008, the same year this book was first published. Widely reviewed and admired in the Brazilian and international press, the autobiographical novel is set in a mental hospital. Accompanied by his two imaginary pals Rimbaud and Baudelaire, the narrator explores his past and present, veering wildly between times and places, in a stream of consciousness displaying a manic and disjointed energy and the inventive languages offered up by his illness. As Levy says in her brief and provocative introduction, it is a ""comic modernist novel about being messed up - and then being messed up even more by numbing doses of pharmaceuticals."" An unforgettable work, beautifully translated. [DP]"
https://lccn.loc.gov/bi2013002538,Machado de Assis ,Río de Janeiro,Resurrection ,Karen Sherwood Sotelino,Pittsburgh,Latin American Literary Review Press ,2013,"At long last Machado's first novel, published in Brazil in 1872, is available in English. In the 1872 preface, Machado declared that his aim was to sketch out a situation and two contrasting characters. And in a new foreword to the 1905 edition of the work, he stated that this novel belongs to the ""first phase"" of his literary life. Yet with its intimate links to some of his subsequent works, the novel is crucial to understanding Machado's famed later novels; its subtle character studies and exploration of the themes of corrosive doubt and jealousy foreshadow Machado's most famous novel, decades later, {Dom Casmurro}. Sotelino's translation is readable but inconsistent, making unnecessary changes to Machado's sentence structure and punctuation, and occasionally omitting phrases and even entire lines. In particular, dialogue is uneven. The introduction by Passos is useful and pertinent. For other Machado de Assis translations reviewed this cycle, see items #bi2014001824#, #bi2014001825#, and #bi2014001823#. [DP]"
https://lccn.loc.gov/bi2014001836,"Mussa, Alberto ",Río de Janeiro,The mystery of Rio ,Alex Ladd.,New York,Europa Editions ,2013,"Mussa's second novel to be translated into English is a mixture of history and myth, portraying his native Rio de Janeiro as a city founded on eroticism and crime. The first-person narrator, a member of ""the Unesco Standing Committee on the Theory and Art of the Police Novel, headquartered in London and financed by Scotland Yard,"" explores a ""perfect murder"" in a high-class Rio brothel in 1913. Convinced that the history of a city can best be grasped by understanding its most spectacular crimes, he follows the many disparate threads into the labyrinthine underworld of sexuality and violence in Rio, covering (not chronologically) centuries in the history of the city. Mussa's text, ably translated by Alex Ladd, is filled with intriguing digressions and vignettes that read like research notes explaining particular expressions, customs, and events, highlighting the cultural and linguistic contributions of the diverse races and classes that have made Rio what it is today. [DP]"
https://lccn.loc.gov/bi2014001814,"Silvestre, Edney ",Río de Janeiro,If I close my eyes now ,Nick Caistor,London,Doubleday ,2013,"Originally published in Brazil in 2009, this first novel by journalist Edney Silvestre, host of a well-known TV book program in Brazil, is a coming-of-age story combined with a murder mystery set in a small town in 1961 when two friends, 12-year-old boys from very different families, discover a corpse in a lake. The novel is part crime, part social and political commentary on life in Brazil in the early 1960s, when the country was going through a period of massive change. [DP]"
https://lccn.loc.gov/bi2014001749,"Azevedo, Francisco ",Río de Janeiro,Once upon a time in Rio:a novel ,Daniel Hahn,New York,Atria Books ,2014,"Originally published in Brazil in 2008, this is the first novel by playwright Azevedo. Antonio, the 88-year-old narrator, relates the saga of his family, which immigrated to Brazil from Portugal early in the 20th century. A simple and lovingly told story intercalating the past with reflections on the present, the novel has attracted a devoted readership. The book's title in Portuguese ({lcub}Arroz de Palma{rcub}) translates as ""Palma's Rice,"" referring to the rice given to the narrator's parents at the time of their marriage by Palma, Antonio's aunt who is like a second mother to him and marks his life profoundly. The tone is distinctly Brazilian, and the translation captures its quality very effectively, beginning with the title of the first chapter, ""Family is a difficult dish to get right,"" which finds Antonio in the kitchen, preparing lunch for the family to commemorate the 100th anniversary of his parents' marriage. [DP]"
https://lccn.loc.gov/bi2014001800,"Betto, Frei",Minas Gerais,Hotel Brasil:the mystery of the severed heads ,Jethro Soutar,London,Bitter Lemon Press ,2014,"Frei Betto, a well-known prolific writer and journalist who is also a Dominican friar, political activist, and liberation theologian, sets his first mystery novel in a Rio de Janeiro residential hotel, a backdrop that allows him to explore the lives of marginalized people in Rio's highly stratified society. Employing a variety of narrative structures and divisions, from extremely short sections reminiscent of Machado de Assis to lengthy and discursive chapters, the book's intense and compelling (at times ferocious) prose is expertly translated by Soutar. [DP]"
https://lccn.loc.gov/bi2014001802,"Coelho, Paulo ",Río de Janeiro,Adultery:a novel ,Margaret Jull Costa and Zoë Perry ,New York,Alfred A. Knopf ,2014,"Knopf continues to bring out the lucrative fiction of Paulo Coelho, whose latest book to appear in English, published in mid-August 2014, already had 330 customer reviews on Amazon.com in November 2014. Coelho's narrator is Linda, a well-known journalist in her 30s who lives in Geneva with her husband and children. Growing increasingly bored with her easy and apparently perfect life, she decides to embark on an affair with her erstwhile high-school boyfriend who has become a politician. What ensues is not so much a moral inquiry as a routine portrait of adultery and its tediousness, replete with Coelho's philosophical generalizations. The translation is faithful and fluent, but cannot disguise the limitations of the original. [DP]"
https://lccn.loc.gov/bi2014001804,"Fonseca, Rubem ",Minas Gerais,Crimes of August:a novel ,Clifford E. Landers,Dartmouth,Tagus Press  UMass Dartmouth ,2014,"Much has been written about the suicide of Brazilian president Getúlio Vargas in August 1954, but rarely in the context of fiction. In his unusual experiment in genre-bending, Rubem Fonseca creates a dual narrative, at once a murder investigation and also a political and social commentary moving on various levels and depicting the events - including the attempted assassination of journalist Carlos Lacerda, known enemy of Vargas - that eventually led to Vargas' suicide. Combining historical fact with fiction, the novel is a complex and intriguing work on a subject that continues to fascinate both Brazilians and foreigners. Landers' translation is outstanding. He continues to be one of the most active and expert translators working on Brazilian literature today. [DP]"
https://lccn.loc.gov/bi2014001806,"Galera, Daniel ",São Paulo,Blood-drenched beard ,Alison Entrekin,London,Hamish Hamilton ,2014,"Galera, included among {lcub}Granta{rcub}'s Best Young Brazilian Novelists in 2012, here presents us with an unnamed young narrator who suffers from an ailment that makes him, tellingly, unable to recognize faces, even his own. After his father's suicide, he moves to a small and apparently idyllic fishing village in the southern state of Santa Catarina, the same village where his grandfather had lived and perhaps been murdered. Beautifully translated by Entrekin, one of the best and most productive of current translators. [DP]"
https://lccn.loc.gov/bi2014001808,"Hilst, Hilda ",São Paulo,Letters from a seducer ,John Keene,Callicoon ,Nightboat Books;;A Bolha Editora;;Univ. Press of New England ,2014,"As Carvalho says in his helpful introduction to {lcub}Letters from a Seducer{rcub} (originally published in Brazil in 1991), Hilst's writing ""straddles the lines between seriousness of purpose and irreverence, erudition and kitsch, grotesque and black humor, sublime and sordid."" This short novel, evoking the libertine epistolary genre, presents us with two narrators, the wealthy Karl, the seducer alluded to in the title, who writes 20 suggestive letters to his reclusive sister, named Cordelia (the name also of the innocent girl targeted in Kierkegaard's novella {lcub}Diary of a Seducer{rcub}), and an envious, impoverished writer named Stamatius, whose life and reactions create a counterpoint. Michael Lapointe, in a {lcub}TLS{rcub} ({lcub}Times Literary Supplement{rcub}) review (May 28, 2014), refers to Hilst as a  ""joyfully wicked writer"" and ""a modern master of disturbance"" whose characters ""constantly rage against the strictures of language"" and applauds translator John Keene ""for the not insignificant feat of capturing Hilst's countless slang words for genitalia."" [DP]"
https://lccn.loc.gov/bi2014001807,"Hilst, Hilda ",São Paulo,With my dog-eyes ,Adam Morris,Brooklyn ,Melville House ,2014,"The controversial writer Hilda Hilst (1930-2004) whose work has been called ""porno-chic,"" is perhaps Brazil's answer to Anaïs Nin and Henry Miller, two writers she greatly admired. Her first work to appear in English was {The Obscene Madame D} (see {HLAS 68:2688}). {With My Dog-Eyes} is a short, stylistically complex novella that follows a middle-aged professor of pure mathematics as he deliriously searches for the meaning of his life, only to find it constantly breaking up on the shoals of language. An excerpt from Adam Morris' translation first published in 2013 in {BOMB} magazine, which has published many translations from and interviews with Brazilian writers, won the 2012 Susan Sontag Foundation Prize for Literary Translation. The translation effectively conveys Hilst's fragmented, highly poetic, and introspective style, replete with destabilizing shifts in time, place, and narrative perspective, and a tireless Clarice-esque questioning of language itself, but it also includes some obvious misreadings and infelicities. [DP]"
https://lccn.loc.gov/bi2014001809,"Laub, Michel ",Río Grande del Sur,Diary of the fall ,Margaret Jull Costa,New York,Other Press ,2014,"The prizewinning fifth novel by Michel Laub, who was named in 2012 as one of {Granta}'s Best Young Brazilian Novelists, is a kind of antinovel in which the narrator, grandson of a Holocaust survivor, struggles to decipher his own and his family's history. Written with constant interruptions and detours, in an indirect and evocative style, the novel links a cruel boyhood prank to the disasters of the Holocaust in a spiral of self-reflection that suggests, as many of the very positive reviews of the translation note (recalling Adorno), that writing a coherent narrative after the Holocaust is not possible. Margara Jull Costa's translation is excellent, conveying perfectly the unknowable and  inexpressible aspect of past events big and small, which continue to cast a shadow on the present. [DP]"
https://lccn.loc.gov/bi2014001811,"Lisboa, Adriana ",Río de Janeiro,Crow blue ,Alison Entrekin,New York,Bloomsbury,2014,"With wonderful irony, award-winning writer Adriana Lisboa's fifth novel, {lcub}Azul-Corvo{rcub} (2010), now finds its way into English. The original title is in fact the Portuguese translation of ""crow blue,"" an image from the famous poem ""The Fish"" (1918) by Marianne Moore, whose influence is felt in the novel's prose in numerous ways. Lisboa, included among {lcub}Granta{rcub}'s Best of Young Brazilian Novelists in 2012, now lives in the US. {lcub}Crow Blue{rcub} is a lyrical story about a 13-year-old Brazilian girl, Vanja, who, after her mother's death, moves to Colorado to live with Fernando, her mother's former partner who had participated in the Araguaia guerrilla movement against the military dictatorship in the early 1970s. As they search for the girl's American father, Vanja explores both her own past and her love of words. Entrekin's faithful and fluent translation evocatively conveys the at times hypnotic and poetic tone of the original, as well as its concern for the odd dislocations of memory. [DP]"
https://lccn.loc.gov/bi2015000156,"Mainardi, Diogo ",São Paulo,The fall:a father's memoir in 424 steps ,Margaret Jull Costa,New York,Other Press ,2014,"Mainardi's widely praised book is a memoir narrated in 424 brief passages, corresponding to the steps required to walk in Venice to the hospital where his son Tito was born in a botched delivery that left him with cerebral palsy. The book is a moving and poetic chronicle of love and disability, steeped in history: that of Venice, the hospital, cerebral palsy, and of Mainardi's and Tito's own lives. The translation by Margaret Jull Costa is superb. An extremely valuable interview with Costa, in which she discusses this book and Michel Laub's {Diary of the Fall} (see item #bi2014001809#), is available on the Two Lines Press blog in a post dated September 16, 2014: http://twolinespress.com/thoughts-on-translation-with-margaret-jull-costa/. [DP]"
https://lccn.loc.gov/bi2014001828,"Ribeiro, Edgard Telles ",São Paulo,His own man ,Kim M. Hastings,New York,Other Press ,2014,"Ribeiro, himself a diplomat as well as a journalist, won Brazil's PEN Prize for Best Novel in 2011 with this book, which follows the career of a diplomat who, as a young man, allies himself with the Brazilian military after the 1964 coup. An unnamed narrator tells the story of his colleague, Max, whom he first meets at the Ministry of Foreign Affairs where both are working in 1968, the year in which the military rulers of Brazil suspended political and civil rights and tightened their control over Brazilian society and its institutions. While managing to keep his hands clean technically, Max passes through embassies of various Latin American countries under military control, in a startling and cool portrait of the world of official diplomacy during a violent period in Latin America's history. As a psychological portrait that unfolds slowly, the novel is reminiscent of Moravia's {lcub}The Conformist{rcub}. Kim Hastings provides a sophisticated translation that reads beautifully and fully conveys the fascination of the original. [DP]"
https://lccn.loc.gov/bi2014001829,"Rodrigues, Sérgio ",Minas Gerais,Elza:the girl ,Zoë Perry,Seattle,AmazonCrossing,2014,"Some of Rodrigues' work - excerpts or short stories - have been published in online magazines, but this is his first book to appear in English. For his work as a whole, Rodrigues received the 2011 Prêmio Cultura do Estado do Rio de Janeiro for Literature. This fascinating book, originally published in Brazil in 2009, is another example of the current vogue in contemporary Brazilian literature for novels that mix the political thriller with historical fiction. In this case, Xerxes, a 90-year-old former communist, hires a journalist to write his life story and research a long-ago episode involving a young girl code-named Elza. Elza Fernandes was an actual historical figure whose execution in 1935 was ordered by Luiz Carlos Prestes, then head of the Brazilian Communist Party. The translation is largely successful in conveying the complexities of the story, though not always the original's style and diction. [DP]"
https://lccn.loc.gov/bi2014001813,"Scott, Paulo ",Río Grande del Sur,Nowhere people ,Daniel Hahn,London,And Other Stories ,2014,"Winner of the Brazilian Academy of Letters' Machado de Assis prize in 2012, Scott's novel, originally published in 2011, has been called by one reviewer a ""literary hand-grenade."" Set in post-dictatorship Brazil, it begins in the late 1980s when Paulo, a cynical political activist, meets Maína, an Indian girl. In a prolix style that ceaselessly suggests connections between the most disparate things, and using the regionalisms of colloquial Brazilian Portuguese, the novel spans decades and continents while focusing on the problems facing Brazil's indigenous people; in particular, the gap between the very different worlds inhabited by the dispossessed indigenous peoples of Brazil, represented in the novel by the girl Maína, and the urban upper middle-class represented by the novel's protagonist, Paulo. Hahn's translation is outstanding, both faithful and fluid. [DP]"
https://lccn.loc.gov/bi2014001816,"Tezza, Cristovão",Florianopolis,Brief space between color and shade ,Alan R. Clarke,Seattle,AmazonCrossing,2014,"Winner of the 1998 Machado de Assis prize for best novel, Tezza's novel is ostensibly a mystery, with the usual trappings (mysteries seem to be in season the past couple of years), but is in fact interested above all in character. The narrator, Tato Simmone, is an unhappy young painter living in Curitiba who is trying to deal with the death of his best friend and mentor. Engaged in a correspondence with a mysterious woman living in Italy, Tato also becomes involved with a local woman referred to only as ""the vampire."" The plot centers around a sculpture (perhaps a fake) by Modigliani that all the principals in Tato's life are eager to get their hands on. As he becomes more immersed in the mysteries surrounding him, Tato ruminates on art and life. Alan R. Clarke, who has translated a number of Paulo Coelho's books (see {HLAS 54:5075}, {58:4695}, and {58:4708}), provides a fluent translation. [DP]"
https://lccn.loc.gov/bi2018001802,"Coelho, Paulo ",Río de Janeiro,Love:selected quotations ,Margaret Jull Costa,London,Michael O'Mara Books Limited ,2015,"A compilation of quotations from books and articles written by best selling writer Paulo Coelho. The chosen quotations are interspersed with colored illustrations by Catalina Estrada. ""Love is a force that is here on earth to make us happy. To bring us closer to God and to our fellow creatures."" All the other sententious thoughts are equally innocuous. The book itself is a pretty thing, though. [EVO]"
https://lccn.loc.gov/bi2018001803,"Pompéia, Raul ",Río de Janeiro,The Athenaeum:a novel ,Renata R. Mautner Wasserman ,"Evanston, Ill. ",Northwestern University Press ,2015,"One of the masterpieces of Brazilian literature, {The Athenaeum} is a novel, a memoir, and a bildungsroman all at once. It narrates the formative years of Pompeia's alter ego, Sérgio, as a student at the famous boarding school, the Athenaeum, with its purported modern education. Written in 1888, the novel is also known for its scathing satire, in which some see an allegory of the wider world of Brazilian institutions, the last days of the Brazilian Empire and the social and political upheavals that followed. Pompeia's style, with its baroque imagery, his masterful grip of rhetorical devices, and his immense vocabulary, demands a lot of translators. Pompeia presents readers with a miniature Rabelaisian world. It is a good to see the book translated, but more translations would be welcome given the many  layers to be explored in the book: parody, satire, humor. The volume's introduction is titled: ""Darwinism, Max Norday and Raul Pompeia's Struggle for Existence."" The book also offers a translator's note at the end. Pompeia deserves a good fully annotated scholarly translation into English to do him justice. [EVO]"
https://lccn.loc.gov/bi2017000114,"Cardoso, Lúcio ",Minas Gerais,Chronicle of the murdered house ,Margaret Jull Costa and Robin Patterson,Rochester,Open Letter ,2016,"{Chronicle of the Murdered House} is set in a small town, Vila Velha, in the state of Minas Gerais. The story centers on the Meneses family whose prominence and wealth is slowly losing ground to the rapid economc and cultural changes of the 20th century - the exodus of rural populations into urban centers and the transformation of social customs and values. Valdo Meneses returns from a trip to Rio de Janeiro with a wife, Nina, who does not fit in and around whom much of the novel is written. The novel chronicles the decay and fragmentation of a traditional family from Minas Gerais. The narration is neither linear nor chronological, and the point of view of the narration changes with the insertion of letters, diaries, and memoirs, through which the reader discovers buried family secrets, like homosexuality and incest. [EVO]"
https://lccn.loc.gov/bi2018001806,"Gusmão, Alexandre de ",São Paulo,"The story of the predestined pilgrim and his brother reprobate:in which, through a mysterious parable, is told the felicitous success of the one saved and the unfortunate lot of the one condemned ",Christopher C. Lund,Tempe ,Arizona Center for Medieval and Renaissance Studies ,2016,"Published in 1682 by Alexandre de Gusmão, a Jesuit priest, this work is allegorical and didactical, probably serving the pedagogical needs of the Society of Jesus in its educational mission. Written at the zenith of the Baroque, this work is a Counter-Reformation summary of the doctrine of Catholicism, as well as its reaffirmation against the threats of the Reformation. Framed as a pilgrim's voyage from Egypt to Jerusalem, the reader follows both the predestined protagonist as well as the reprobate one in a travel that allegorizes both virtues and vices. [EVO]"
https://lccn.loc.gov/bi2018003753,"Coelho, Paulo ",Río de Janeiro,The spy:a novel of Mata Hari ,Zoë Perry,New York,Vintage International/Vintage Books  a division of Penguin Random House LLC ,2017,"In this novel Paulo Coelho purports to retell the life of Mata Hari, the famous spy. The novel is told in the first person and is loosely based on real events. The Dutch dancer was executed by the French at the end of WWI, accused of being a double spy. Paulo Coelho researched newspapers and letters in order to write his story. It also has all the markings of Paulo Coelho's other works: mysticism, self-help, and mystery as well as a clichéd and simplified view of Mata Hari. The work banks the easy money to be made on the current fashion for female victimhood literature: ""her only crime was to be a free woman."" [EVO]"
https://lccn.loc.gov/bi2018001805,"Laub, Michel ",Río Grande del Sur,A poison apple ,Daniel Hahn,London,Harvill Secker ,2017,"A young man's memoir dealing with contemporary life in Brazil. It starts with a Nirvana show in São Paulo, passes through the author's conscription in the army, his studies at the university, his romantic involvements, his nascent career as a journalist and hints of reflections on death. The year is 1993 and the author is a guitar player in the city of Porto Alegre, capital of the state of Rio Grande do Sul in Brazil. Due to his conscription, the protagonist cannot leave the headquarters, but travels to São Paulo to watch the Nirvana show, risking prison. The author reflects on death, focusing on Kurt Cobain's suicide (the leader of Nirvana) and the Rwanda genocide. This is the second volume of a trilogy meditating on the individual effects of history. The first volume focused on the 1980's and is titled {Diário da queda.} [EVO]"
https://lccn.loc.gov/bi2018001297,"Buarque, Chico ",Río de Janeiro,My German brother ,Alison Entrekin,New York,Farrar  Straus and Giroux ,2018,"{My German Brother} is the fifth novel by Chico Buarque de Holanda, who goes by the shorter form of his name, Chico Buarque. The writer is the son of the great historian Sérgio Buarque de Holanda, author of the classic {Raízes do Brasil} (Roots of Brazil, 2012), originally published in 1936. Chico Buarque is one of the most famous and talented composers and lyricists of Brazil. His novel blends biography, autobiography, and fiction. The title refers to a fact: Sérgio Buarque de Holanda (in the novel, transformed into Sérgio de Hollander) had a son when he was a student in Germany. After Sérgio went back to Brazil and married, the existence and whereabouts of the son was a family taboo. In an interview, Chico Buarque spoke about his mother's resistance and opposition to any family discussion of her husband's other son. Chico had been told about his brother in 1967 by none other than the poet Manuel Bandeira, who had been an intimate friend of Sérgio Buarque de Holanda. In the book, the discovery of the affair is given a more exciting novelistic version: one of Sérgio's sons discovers the existence of the secret son thanks to a letter from Berlin, folded inside a book in the immense library of his intellectual father. Only after the death of his mother, in 2010, did Chico Buarque feel free to search for his brother. From his search, Chico Buarque learnt that his brother was dead. As he relates in the last paragraph of the book, his German brother had lived in Berlin, in Lenin Platz (now United Nations Square) in East Germany. Adopted by Arthur and Pauline Günther, under the name Horst Günther, the German brother changed his name to Sergio (without the obligatory diacritic used in Portuguese) Günther when he learned of his birth parents and, like Chico Buarque, he had become a famous singer. Chico Buarque met his widow, Monika Knebel, and her daughter, Kerstin Prügel and granddaughter, Josepha Prügel. The book also describes the author/protaganist's youth, in the years of the military dictatorship in Brazil (1964-85) [EVO]"
https://lccn.loc.gov/bi2018001800,"Lispector, Clarice ",Chechelnik,The chandelier ,Benjamin Moser and Magdalena Edwards,New York,New Directions ,2018,"Originally titled {O lustre} (The Lamp), this is the second novel by Clarice Lispector. Virgínia, the protagonist has much in common with Joana (from Clarice Lispector's first novel, {Perto do coração selvagem} (1944), (translated as {Near to the Wild Heart} (1990)). Both protagonists represent evil and negativity. With recurring symbols, the novel invites different interpretations. Virgínia, as she leaves the big house on the small farm {Quieta} (Still) regrets that she failed to look at the old lamp, a recurring symbol of light in the novel, which revolves around regret, nostalgia, reminiscences. The novel, without chapters, flows constantly from Virgínia's thoughts in free indirect style. Virgínia's isolation is always complete, either at the small farm where she lived in that big house, now decayed, or in the big city to which she moves. Childhood remembrances involve an incestuous relationship with her brother Daniel, in which both are agents and victims of each other. Like other novels by the author, the main character meets her death alone, in the street, and like in {A hora da estrela}(1977) (translated as {The Hour of the Star} (1992, by Giovanni Pontiero, and Benjamin Moser in 2011)), run over by a car. Mired in psychological shadows, the presence of the lamp in Virgínia's imagination is one of the dominant leitmotifs of the book. It is never clear, in the book, that the title piece is a chandelier, despite its shape like a big ""glowing spider."" The term {lamp} chosen by Clarice Lispector evokes (both in Portuguese and English) a loose, more encompassing image, richer, and symbolically more ambiguous than the term chandelier - in Portuguese, {candelabro} -which she could have used in the title, but did not. [EVO]"
https://lccn.loc.gov/bi2018003720,"Lispector, Clarice ",Chechelnik,The besieged city ,Johnny Lorenz ,New York,New Directions ,2019,"In 1971, Clarice Lispector revealed to Rio de Janeiro newspaper {Correio da Manhã} that {The Besieged City} was the book she had the greatest difficulty writing.  We can see why, since, unusually for her style, the book is narrated in the third person, with a linear chronology and is divided into 12 chapters. In it, the protagonist Lucrécia Neves, as often happens in Clarice Lispector's novels, is torn between the small world of a small town, in this case, São Geraldo, and the loneliness of the big city. The protagonist views São Geraldo from a romantic perspective and initially chooses to live and to stay there. Lucrécia likes house full of knick-knacks where she lives with her widowed mother. Torn between two men, Felipe and Perseu, Lucrécia ends up marrying a rich man from the city, prompting her to leave her cozy, beloved life in São Geraldo. In the city, there is loneliness, alienation, suffering, and incomprehension. Lucrécia's life in the big city is an experience that confounds her, she feels trapped. Her husband has an orderly life of work to which Lucrécia does not feel she belongs. He is a human being whom she will only understand after his death. The search for identity in a vast and alien environment is a permanent theme in Clarice Lispector's works and it is also present here. Lucrécia is similar to Macabéa from {The Hour of the Star}, expressing anxieties which both protagonists cannot explain or put into words. It is Lucrécia who is besieged in this big city. The monotony of her life and her marriage to Mateus cannot fulfil the immense vacuum of what Lucrécia sees as a senseless life, except, ironically, after his death, when she will understand her husband's kindness and how their marriage made him, at least, happy. [EVO]"
https://lccn.loc.gov/bi86106547,"de Andrade, Mário ",São Paulo,Macunaíma ,E A  Goodland ,New York,Random House ,1984,"Macunaíma (its subtitle, the hero without character has not been translated in this edition), written by Mario de Andrade, a leading poet and essayist of Brazilian modernismo, was first published in 1928. An exuberant parody of northern Brazilian folk tales, Macunaíma introduced the literary notion of antropofagia - cannibalism - central to the avant-garde Brazilian Modernist movement and, indeed, to a theoretical understanding of Latin American culture. This mock epic recounts the travels and adventures of the "
https://lccn.loc.gov/bi2019001102,"Torres, Fernanda ",Río de Janeiro,Glory and its litany of horrors ,Eric M. B. Becker,Brooklyn ,Restless Books  Inc. ,2019,"Fernanda Torres, an actress, started as a {cronista} for the Brazilian newspaper {Folha de São Paulo}, and the weekly {Veja Rio.} Her selection of crônicas was published with the title {Sete anos} (Seven Years) (2014) after her initial novel {Fim} (The End) translated and published in 2013. As the author explains, the title of the book comes from a sentence frequently repeated by  her mother, Fernanda Montenegro, one of the most significant actresses in Brazil. {Glory and its Litany of Horrors} narrated in the first person in its first part, by Mário Cardoso, a middle-aged actor, describes his successes and failures. It starts with the narration of a disastrous production of {King Lear} in the Rio de Janeiro of the 60s, in the middle of the military dictatorship (1964-85) and in the context of cultural repression and resistance, with a critical appraisal of the inevitable selling out of cultural artifacts to capitalism. [EVO]"
