Link to HLAS Catalog,Author,Country of Origin,English Title,Translator,City where book was published,Name of Publisher,Year book was published,Annotations about translation
https://lccn.loc.gov/bi2017003535,"Castagnet, Martín Felipe ",Argentina,Bodies of summer ,Frances Riddle ,Victoria ,Dalkey Archive Press ,2017,"Translation into English of {Los cuerpos del verano}, a debut novel by Castagnet (b. La Plata, 1986) and winner of the Saint-Nazaire MEET Young Latin American Literature Award. The novel is a sci-fi reflection on technology, gender, sex, identity, and the limits of what it means to be human in the 21st century. The central question of {Bodies of Summer} (as summed up by J. David Osborne's review in {World Literature Today,} May 2017) is ""What if, after death, your consciousness [were] uploaded to the Internet, where you could either float around with other disembodied souls or choose to 'burn' yourself into a new body?"" Published as part of Dalkey Archive's Argentinian Literature Series, the novel has been published into other languages. Castagnet is currently associate editor of {The Buenos Aires Review.} His short story ""Bonsai"" (trans. George Henson) was published bilingually online in {Latin American Literature Today} under speculative fiction. [MCG]"
https://lccn.loc.gov/bi2017001258,"Fresán, Rodrigo ",Argentina,The invented part ,Will Vanderhyden ,"Rochester, N.Y. ",Open Letter ,2017,"After his 2006 English-language debut {Kensington Gardens} (see {HLAS 64:2525}), this translation of {La parte inventada} (2014) is the second work to appear in English by the Argentinian Rodrigo Fresán (b. 1963), critically acclaimed best-selling author of {Historia argentina} and recently the recipient of the Roger Caillois award. Part of a novel series (which includes {El fondo del cielo}, and {La parte recordada}) and referencing Canciones Tristes, an imaginary city that appears recurrently in Fresán's works, this novel - labelled psychological fiction - is a metafictional narrative about writing, literary culture, and being a writer. It centers around the mind and world of an aging, disillusioned writer - Fresán's alter ego - and his existential diatribes and anxieties as he tries to write his own story. It is ""literature set in the process of dying and someone who continues to write so as to postpone death"" ({El cultural}, 7 August 2018). Fresán blends memory with Western music and literature - in the form of a soundtrack and a library - in a fragmented, digressive, and ""kaleidoscopic"" style. Enrique Vila Matas described the novel's prose as written for readers from a different, past time, the good old times when a writer could just keep writing, perfecting a style and a voice (Vila Matas, ""Una vida de ventrílocuo"", {El País}, 11 March 2014). Positive reviews hailed it ""A tour de force,"" ""charting a course from confusion to confusion and back again,"" ""an exemplary postmodern novel that is both literature and entertainment"" ({Kirkus Reviews}, March 2017). Will Vanderhyden's translation - partially funded by an NEA grant - received the Best Translated Book Award (2018). [MCG]"
https://lccn.loc.gov/bi2017003684,"Gamboa, Santiago ",Colombia,Return to the dark valley ,Howard Curtis ,New York,Europa Editions ,2017,"Another novel by Colombian Santiago Gamboa (b. 1965, novelist, short-story writer, and journalist) to be published by Europa editions, this is the translation of {Volver al oscuro valle}, (Random House, 2017). This 460-page novel is similar to previous novels by prolific, award-winning Gamboa - such as {Necropolis} (2012) (see {HLAS 70:2280}) and {Night Prayers} (2016) - in that all are lengthy narratives set in multiple cities and concerned with global political and social problems. Divided into two parts and with an epilogue, the narrative moves from Europe to Latin America and Africa and features multiple female and male characters at the crux of moral and political tensions and contradictions. Among them are Juana and the Consul - characters also present in {Night Prayers.} Curtis's translation captures nicely the novel's tone and its colloquial range and richness. In her review article ""Hell Can Be Beautiful"" ({NYT Review of Books}, 19 July 2018) Silvana Paternostro provides the context of the novel in relation to the contemporary political situation in Colombia and remarks on the importance of the novel as preserving memories during the ongoing process of peace and reconciliation in the country. According ot Paternostro, ""Gamboa's mixture of monologue, news analysis, rumination, world history, philology, philosophy, and tabloid scoop is, certainly, a new way of writing fiction about Colombia."" [MCG]"
https://lccn.loc.gov/bi2017003505,"Hasbún, Rodrigo ",Bolivia,Affections ,Sophie Hughes ,New York,Simon and Schuster ,2017,"A work of fiction inspired on historical figures, Hasbún's second novel is the first to be translated into English (and at least nine other languages). Hans Ertl was a Bavarian who served as Leni Riefenstahl's cameraman and Rommel's photographer before fleeing to Bolivia with his family after the Second World War. His daughter Monika would later join left-wing guerillas and may have assassinated the military leader responsible for ordering Che Guevara's execution before she herself was killed by Bolivian forces. ""The brilliance of this novel is rooted in its narrative, which is told from multiple perspectives,"" writes the {Literary Review} (20 Nov. 2017), each chapter narrated by a different character, principally Ertl's daughters. Hans lords over his family in Bolivia with the bombastic fantasies one might expect from a former Nazi - he sets off with two of his daughters in search of a lost city of gold, like ""Werner Herzog's Fitzcarraldo: courageous and determined, but also irrational, constantly misled, devoid of support and blind to everything but his desire to fulfill his project,"" as {Words Without Borders} (Sept. 2017) puts it. {Kirkus Reviews} (1 Aug. 2017) characterizes this short ""brisk, sensitive US debut"" as galloping ""across a half-century's worth of transformations in Bolivia, and sections narrated by individual characters are marked by a surprising depth of emotional detail given the story's brevity."" The {Literary Review} adds, ""Rodrigo Hasbún is a remarkable and sensitive storyteller and in {Affections} he has crafted a haunting yet enchanting tale."" Hasbún (b. Cochabamba, Bolivia, 1981) has also published a collection of short stories. In 2010, {Granta} listed him as one of the 20 best writers in Spanish under the age of 35. Sophie Hughes renders the translation in such a way as to make this short novel readable in a single extended session. Among her numerous recognitions, Hughes has been awarded the British Centre for Literary Translation Prose Mentorship, and an Arts Foundation award. [JMP]"
https://lccn.loc.gov/bi2017001287,"Oloixarac, Pola ",Argentina,Savage theories ,Roy Kesey ,New York,Soho ,2017,"{Teorías salvajes} (2008) is the first novel by contemporary Argentinian essayist and novelist Pola Oloixarac (b. 1977), and also the first to appear in English translation. Centering around the Buenos Aires academic milieu and entwined with the thinking of various theorists and authors, from Wittgenstein to Bolaño, the novel follows Rosa Ostreech's life as a graduate student, from her sex life to her readings and struggles with writing her thesis. Told in parallel are the stories of a Dutch anthropologist doing research in Africa, and a series of characters exploring the underground scene of Buenos Aires. The novel has been critically acclaimed in Argentina and abroad, mainly for its theme and use of language: ""Dark and humorous in turns, the tone is wry, erudite, raunchy, and the text is sprinkled with references to politics, philosophy, anthropology, and pop culture and the occasional illustration. Academic posturing is mocked [...] While there are echoes of Borges and Bolaño here, the synthesis of ideas and the manic intelligence are wholly new"" ({Kirkus Reviews}, 10 Jan. 2017). Of the translation, David Varno notes that, ""the perversions of language is one of Oloixarac's central themes, and this, along with the nuanced references to Argentina's Dirty War and the country's political history following Peronism, plus the characters' tenuous interpretations of various philosophers expressed in murky academic syntax, must have made the book particularly challenging to translate. Roy Kesey succeeded in creating a text that is immersive, multilayered, sensual, and cerebral, and it captures Oloixarac's wicked brand of humor, which often triggers bark-like laughs followed by pangs of guilt"" ({Words Without Borders}, January 2017). At the time of writing {Teorías salvajes}, Oloixarac was herself working on her doctorate at Stanford University. The author's novels - including {Teorías salvajes} and {Constelaciones oscuras} (see item #bi2017004189#) have been translated into several other languages. [MCG]"
https://lccn.loc.gov/bi2017001288,"Padura Fuentes, Leonardo ",Cuba,Heretics ,Leonardo Padura ,New York,Farrar  Straus  and Giroux ,2017,"Translation into English of {Herejes} (see {HLAS 70:1620}), one of the latest novels by renowned, award-winning Havana-based Cuban writer Leonardo Padura (b. 1955). An author of fiction and non-fiction and considered by many Cuba's best living writer, Padura is known for his detective novel series and, most recently, for the historical fiction master work {The Man Who Loved Dogs} (see {HLAS 70:2292}). Combining historical and detective fiction, {Heretics} narrates events surrounding the experience of Jewish refugee families in Havana during and after WWII. It centers on the disappearance of a Rembrandt painting - a portrait of Christ - brought to Cuba by one of the families travelling on the {S.S. Saint Louis} in 1939 to seek asylum in Cuba, and the search for it by Elías, son of Daniel Kaminsky and one of the relatives who succeeded in settling in Cuba. For this search, he hires detective Mario Conde, protagonist of several of Padura's novels, who aids Kaminsky in the search throughout Cuba and all the way to an auction house in London. This handsome hardcover edition of the over 500-page work is described as an epic novel and also as ""the story of modern Havana, a lost family history, and the origins of a notorious painting."" Critically acclaimed, ""this rich and brilliant evocation of Jewish history will only burnish the already extraordinary reputation of the author of the acclaimed {The Man Who Loved Dogs}"" (Elizabeth Fifer, {World Literature Today}, September 2017). Remarking on the feat that is the translation of this novel, Jason Sheehan praises Anna Kushner's rendition given the challenges of ""committing to the page these beautifully complicated thoughts, these gorgeously convoluted lines."" He notes how carefully she renders Padura's sentences, ""all of them are just as lovely. Just as weirdly sticky. Just as packed with meaning and sculpted with such care"" (NPR book review, ""Rum-Soaked, Bloody, Sprawling {Heretics} Is A Romp Through Centuries,"" 19 March 2017). [MCG]"
https://lccn.loc.gov/bi2017001714,"Paula, Romina ",Argentina,August ,Jennifer Croft ,New York,The Feminist Press at CUNY ,2017,"{Agosto} (2009) is the first of a series of novels by contemporary Argentinian author - playwright, director, and actor - Romina Paula (b. Buenos Aires, 1979) and the first to be translated into English. This fast-paced, intimate, self-deprecating, second-person narrative reads like a confession of a woman, 21-year-old Emilia, to her best friend, whom she lost to suicide. The story centers around her trip from Buenos Aires to the town in Patagonia where they grew up together and to which Emilia travels to scatter her friend's ashes. ""Paula's English-language debut is almost impossible to put down: moody, atmospheric, at times cinematic, her novel is indicative of a fresh and fiery talent with, hopefully, more to come."" ({Kirkus Reviews}, February 2017). This is an accomplished translation by award-winning Jennifer Croft, translator from Polish, Spanish, and Ukranian, and the recipient of the Michael Henry Heim Prize. Croft is also founding editor of {The Buenos Aires Review.} [MCG]"
https://lccn.loc.gov/bi2017004041,"Piglia, Ricardo ",Argentina,The diaries of Emilio Renzi:formative years ,Robert Croll,Brooklyn,Restless Books ,2017,"This is the translation of the first volume of the {Diarios}, a long-awaited work by one of the most important Argentinian, and Latin American, writers of the 20th century. Piglia (1941-2017) is the author of critically acclaimed novels such as {Artificial Respiration} (see {HLAS 56:4591}), {The Absent City} (see {HLAS 60:4304}), and others, and during his lifetime he was awarded prestigious prizes - including  Rómulo Gallegos, Casa de las Américas, and José Donoso. As Adam Thirlwell noted, ""In the long history of novelists and their doubles, doppelgängers, and alter egos, few have given more delighted attention to the problem of multiplicity than the Argentine novelist Ricardo Emilio Piglia Renzi"" (""Imaginary Conspiracies"" {New York Review of Books}, 19 July 2018). That relationship is at the heart of the three-volume {Diarios} of his long-standing fictional alter ego Emilio Renzi - who is also the detective in some of Piglia's novels. Piglia wrote this first volume, ""Formative years"", corresponding to the period between 1957 and 1967 in the first and third person in a span of almost 60 years - until 2015. Taken from 327 notebooks, the volume includes everyday notes, quotations, comments on writing, literary life and the print media world, and include interspersed pieces of fiction and non-fiction. Their overall autobiographical narrative - chiefly a literary life - tells of coming of age, family, reading, writing, and life in Argentina, and Latin America. It features references and close-reading notes to countless authors, from Borges, Onetti, and Cortázar to Beckett and Pirandello, and, as in Piglia's oeuvre, fiction and non-fiction blend with history and politics: ""In Argentine history,"" Piglia once wrote, ""politics and fiction...are two simultaneously irreconcilable and symmetrical universes"" and literature ""maintains coded relationships with the machinations of power."" (Piglia quoted in ""Imaginary Conspiracies"" {New York Review of Books}, July 19, 2018). The introduction to the English edition, written by Ilan Stavans, frames and contextualizes the book. [MCG]"
https://lccn.loc.gov/bi2017003677,"Saravia, Alejandro ",Bolivia,"Red, yellow, green ",María José Giménez ,Windsor ,Biblioasis ,2017,"Translation into English of the novel {Rojo, amarillo y verde} by contemporary Bolivian poet and fiction writer Alejandro Saravia. Set in Montreal, this multi-genre novel tells of the experiences of exiles who meet in a global metropolis - specifically of the relationship between a Bolivian former soldier and a Kurdish freedom-fighter. Away from their homes, the characters grapple with memory, history, and identity. Cora Siré's review notes that ""The book's structure stretches the boundaries of novelistic form. Delivered in two sections of segmented prose, there are no chapters, just short breaks to separate the scenes. The language of the novel is faithful to its subject, Alfredo's inner workings, simulating the convoluted, associative, and fragmented nature of the human mind and memory"" (""History vs. Oblivion,"" {Montreal Review of Books}, 14 Sept. 2017) Saravia published {Rojo, amarillo y verde} in Spanish for the first time in Canada (Éditions Art-Fact/Ediciones de la enana blanca, Montreal, 2003), and both the English and the French translations were published by Canadian presses (Biblioasis's International Translation Series and Éditions Urubu respectively). An excerpt of the novel was published online by the Center for the Art of Translation (Issue 26, Spring 2017). [MCG]"
https://lccn.loc.gov/bi2017000109,"Schweblin, Samanta ",Argentina,Fever dream:a novel ,Megan McDowell,New York,Riverhead Books ,2017,"This translation of {Distancia de rescate} (2014), the English-language debut of award-winning Argentinian-Spanish author Samanta Schweblin (1978), was nominated for the Man Booker Prize. Schweblin is best known for her short-story collections, including {Pájaros en la boca} (see {HLAS 68:2185}) for which she received, among other awards, the Casa de las Américas prize. In this haunting psychological novel, Amanda lies dying in a hospital bed, a boy, David, is sitting next to her, and they are talking. Their relationship is unclear and the narrative unfolds in that ambiguity. The novel has received critical praise, e.g., {The Guardian} called it ""terrifying but brilliant"" (Chris Power, {The Guardian}, 24 March 2017). In a {New Yorker} interview, Schweblin remarked that, for a young Latin American author such as herself, being translated into English ""is a kind of prize; in the eyes of Spanish-speaking critics and readers, it's almost a consecration. And this [...] has given [the novel] an unexpected push, which likewise led to translations into other languages. If the book had remained in the Spanish-speaking world only, it would have been difficult for it to reach so many readers. So I feel very grateful for and happy about everything that has happened since the book's English translation."" (Interview by Deborah Treisman, {The New Yorker}, 22 May 2017). Translations into English of Schweblin's short stories have appeared in {The New Yorker, Granta} and other publications. [MCG]"
https://lccn.loc.gov/bi2017003236,"Velasco Mackenzie, Jorge ",Ecuador,Drums for a Lost Song ,Rob Gunther ,Brooklyn,Hanging Loose Press ,2017,"Translation of {Tambores para una canción perdida} (see {HLAS 50:3384}), the second novel by the Ecuadorian Jorge Velasco MacKenzie (b. 1949), which tells the story of a runaway slave during Ecuador's colonial period. As the author notes in the introduction, the novel ""weaves a fantastical tale of the 19th-century runaway slave, José Margarito, the Singer, into the very real historical texture of the formative years before and just after Ecuador's independence"" (p. 11). It is set against the historical backdrop of Gran Colombia, ""(the vast short-lived republic [1819-30], roughly comprising present-day Colombia, Venezuela, Panama, Ecuador, and parts of Peru, Guyana, and Brazil), [during which] the slave trade was alive and well, though its legacy is often overlooked amidst the striking cultural diversity of today's Ecuador"" (p. 11). Velasco is known as ""the most accomplished and powerful writer of the 'Generación of Guayaquil' of the 1980s [...] his works show a profound knowledge of the multiple social textures of his native city: the world of the marginal and the excluded"" (entry on Velasco in the {Encyclopedia of Twentieth-Century Latin American and Caribbean Literature}, p. 591) The novel opens with a preface by the translator, who briefly explains his personal reasons for translating the book and comments on its relevance as a historical referent and its value for an English-speaking audience. This is a welcome historical narrative about an Afro-Ecuadorian, and about Latin American life and history. Other works by the author include {El rincón de los justos} (see {HLAS 52:3750}) and {El ladrón de la levita} (1990) (see {HLAS 54:3992}). [MCG]"
https://lccn.loc.gov/bi2018003958,"Abad Faciolince, Héctor Joaquín",Colombia,The farm ,Anne McLean,New York,Archipelago Books ,2018,"This is the second English-language translation of a work by Colombian Abad Faciolince (b. 1958), who gained renown with his memoir {Oblivion} (see {HLAS 70:2319}). Against the backdrop of Colombia's troubled 20th-century history, {The Farm} tells the story of three siblings who are the last heirs of a farm located in the mountains of Antioquia, which has been in the family for several generations. The siblings talk about their memories and lives as they face a decision regarding the future of the family property, and their intertwined voices shape the narrative. {The Farm} won the Cálamo Prize in Spain and was shortlisted for the Mario Vargas Llosa Prize. Kevin Canfield called the novel a ""sweeping, satisfying tale about the interplay of family life and national history"" and noted that the author is, in a sense, ""like some of the characters in {The Farm}, doubling back to a piece of land that he knows extremely well"" ({World Literature Today} review, March 2018). Abad Faciolince has worked as a university lecturer and translator, and is a columnist for the Colombian newspaper {El espectador.} Anne McLean is a prolific translator; her translations include works by Javier Cercas, Evelio Rosero, Carmen Marín Gaite, Julio Cortázar and others. She was awarded the Cruz de Oficial of the Order of Civil Merit in 2012 in recognition of her contributions to Spanish literature. [MCG]"
https://lccn.loc.gov/bi2019001783,"Aira, César",Argentina,The linden tree ,Chris Andrews,New York,New Directions ,2018,"This is an English language translation of yet another work by a favorite, prolific, contemporary Argentine author, César Aira (b. 1949). In this novella, a common form for an author known for his brevity, {El tilo} (2003) is a fictional memoir about the author's real hometown, Pringles. The narrator relates memories of his life from his childhood, featuring his peculiar parents, friends, first job, neighbors, and the surrounding environment. Besides being an intimate narrative, {The Linden Tree} is also a class and social portrait of Argentina during the time Eva Perón. As described by Aram Mrjoian, in the book ""the narrator's early years are revealed in a string of interwoven and near inseparable anecdotes. There are no chapter breaks, no white space to divide the fast-moving narrative. This aesthetic decision feels consistent with the in-the-moment nature of childhood. The writing seems intentionally fast and ungrounded, a boat careening down white-water rapids. It is a quick glimpse of the past rather than a reconstruction."" This quality of the prose contrasts with ""the setting - a minute urban area filled with public spaces, gatherings of locals, and an enormous linden tree - is meant to be more concrete. Pringles is the unchanging foundation, and the townspeople - as a collective - move at a slower pace than the narrator"" (review ""César Aira Returns to his Youthful Obsessions, in ""The Linden Tree"" {The Chicago Review of Books}, May 2018). Aira, who has published over one hundred books, was nominated for a Neustadt award and the Man Booker International Prize. Translator Chris Andrews, based in Australia, has has translated books by Roberto Bolaño and César Aira for New Directions. He has won the Anthony Hecht Poetry Prize for his poetry and the Valle-Inclan Prize for his translations. {The Linden Tree} was followed by {Birthday} (New Directions, 2019, another autobiographical fiction by Aira also  Andrews. [MCG]"
https://lccn.loc.gov/bi2018003957,"Barón Biza, Jorge ",Argentina,The desert and its seed ,Camilo Ramírez ,New York,New Directions ,2018,"This novel is based on the tragic real-life story of the Argentine writer Jorge Barón Biza (1942-2001), whose father, the writer Raúl Barón Biza, threw acid on Jorge's mother, the historian Clotilde Sabattini, in 1964, and shot himself hours later. The novel is told from the perspective of 23-year-old Mario Gageac, the son - who is the protagonist. It begins right after the attack happens, when he and his mother are on their way to the hospital in a taxi. Describing the publication process, Ratik Asokan notes that ""After jobbing as an art critic and copy editor at various publications, [Jorge Barón Biza] wrote {The Desert and Its Seed}, his only novel, in 1995. Rejected by publishers, it was ultimately self-published, in 1998 - three years before Biza, too, committed suicide [...] The book, originally something of an underground hit, found a much wider audience when it was reissued in Argentina in 2013."" (""A Cult Hit in Argentina, This Novel Evokes and Evades Malignant Machismo"" {The New York Times Book Review}, 26 May 2018). Initially narrating with painstaking detail the months and years following the crime and Mario's accompanying his mother in the process of recovery, as it advances the novel increasingly moves toward Mario's psychological process, including his intimate ambivalent emotions and moral dissonance. [MCG]"
https://lccn.loc.gov/bi2021000720,"Bazzett, Michael ",Chicago,The Popol vuh:a new English version ,Translated from the K'iche by Michael Bazzett ,Minneapolis,Milkweed Editions ,2018,"The {New York Times} named this new verse translation of the classic Mayan K'iche' texts among best poetry collections of 2018. Award-winning translator Michael Bazzett worked with previous translations into English by Dennis Tedlock, Allen J. Christenson and others, and from the modern source of what had been an oral narrative - Dominican friar Francisco Ximénez's early 18th-century transcript and accompanying Spanish translation of a secret (now lost) written version in K'iche' that Ximénez was shown by Indigenous parishioners. In his introduction, Bazzett briefly clarifies the text's complicated provenance. But he also makes clear that this is no annotated academic version: his intended goal in the translation is ""a lucid poem that the modern reader can enter."" Bazzett's clear, straightforward, and ""limpid"" ({NY Times,} 10 Dec. 2018) choices communicate the narrative while preserving the strangeness of its origin for the contemporary reader. Besides the {NY Times}, this translation was reviewed in the {Wall Street Journal} (1 Feb. 2019) and other popular media, where it generally received favorable treatment for Bazzett's language, though it received more tempered praise in academic journals. In the interest of delivering a tight narrative, Bazzett does not include a long disquisition on Mayan genealogy that forms the second part. [JMP]"
https://lccn.loc.gov/bi2018001814,"Fresán, Rodrigo ",Argentina,The bottom of the sky ,Will Vanderhyden ,"Rochester, N.Y. ",Open Letter ,2018,"This is the second Fresán novel  Vanderhyden and published by Open Letter, following the success of the award-winning novel {The Invented Part} (see item #bi2017001258#). Considered an homage to science, {The Bottom of the Sky} features Fresán's fragmented, metafictional and multi-referencial style - from the epigraph page we have quotes from Bioy Casares, Nabokov, Proust, Philip K. Dick, Vonnegut, Banville, and Cheever, and there are countless references to other, chiefly male, writers and artists. Divided in three parts, the novel opens with two Jewish cousins, Isaac Goldman y Ezra Leventhal, living in New York, who become immersed in sci-fi. It has multiple narrators - including an alien. It ""deals with space travel, science-fiction factionalism, Philip K. Dick, the September 11 attacks, the US invasion of Iraq, Jewish-American identity formation, Kabbalah, suicidal widowers, awkward adolescents, snowball fights, alien invasion, time travel, the apocalypse, the Manhattan Project"" and is written, ""to use Fresán's description, as a clump of simultaneously broadcast messages, like a storyline that wants nothing but to be a succession of marvelous moments seen at one time [...] It withholds resolution until the reader just about wants to give up - but then he delivers."" (Joey Rubin ""The Gluttonous Genre Mutations of Rodrigo Fresán,"" {LA Review of Books}, 13 April 2018). Edmundo Paz Soldán described {El fondo del cielo} as an unconventional love story, more mystical than erotic, a cosmic solitude ({Letras libres,} Edmundo Paz Soldán, 31 de diciembre de 2009). [MCG]"
https://lccn.loc.gov/bi2018003950,"Gerber Bicecci, Verónica ",Mexico,Empty set ,Christina MacSweeney ,Minneapolis,Coffee House Press ,2018,"Translation of the critically acclaimed novel {Conjunto vacío} (see item #bi2017002063#) by the Mexican writer and visual artist Verónica Gerber Bicecci (b. 1981), winner of the Aura Estrada Prize for Literature in 2013. Set in Mexico in 2003, the novel is told from the perspective of the young narrator, Verónica, after a break up. She has to return to her family home, where she had lived with her mother and brother when their mother disappeared seven years earlier. Alone in the house, using the logic of set theory, she tries to make sense of her relationships and the loss of her boyfriend Tordo and of her mother, who in turn had experienced the losses of exile with Verónica's father as they fled Argentina's dictatorship. Gerber's first novel is ghostly, enigmatic, and structurally experimental. Dana Hansen describes it as ""a Rubik's Cube in the best possible way: there may be an elegant solution, but this puzzle of a story doesn't make it easy to find. The head-scratching challenge of deciphering the messages and meanings hidden in the combination of Gerber Bicecci's spare words and enigmatic diagrams is one of the most appealing aspects of this unusual narrative"" ({Chicago Review of Books}, 8 March 2018). Praising her writing, Francisco Goldman remarked that Gerber ""writes with a luminous intimacy; her novel is clever, vibrant, moving, profoundly original. Reading it made me feel as if the world had been rebuilt."" At the end of the novel there is an afterword by award-winning translator MacSweeney, who earned the 2016 Valle Inclán Translation Prize for her translation of {The Story of My Teeth}; her translation of {Among Strange Victims} was a finalist for the 2017 Best Translated Book Award. [MCG]"
https://lccn.loc.gov/bi2019001780,"González, Tomás ",Colombia,The storm ,Andrea Rosenberg ,Brooklyn,Archipelago Books ,2018,"Colombian Tomás González (b. 1950) is starting to be better known in Colombia as one of the main contemporary writers in the country. This is the translation of his novel {Temporal} (2014), which takes place in a coastal fishing village which turns into a holiday tourist destination in the region of the Golfo the Morrosquillo. Narrated as a description of events that unfold by the hour (the hours are marked in the form of a diary), it's the story of Mario and Javier, twins, their troubled relationship with their father, revealed over the course of a day as they take to the sea and have to weather a storm. ""The panoramic narrative bounces back and forth between the thoughts of the sons and their father, bound to one another in their mutual loathing, while back home the deranged family matriarch, Doña Nora, engages in conversation with the chorus of voices of a possibly imagined throng whose warnings appear to foretell the fate of her family. González invokes both Hemingway and Faulkner in his treatment of tortured family dynamics and laces the three-way banter in the boat with a fascinating, near-toxic atmosphere of machismo. The novel's unexpected ending lays bare the truth that, even after the worst has been entertained, life goes on, leaving a resonant final note for this memorable story"" ({Publishers Weekly}, Nov. 2018). González's works include {La luz difícil, Niebla al mediodía, El lejano amor de los extraños} and others (published by Alfaguara) and {The Storm} is the second translation into English of his work (preceded by In the Beginning was the Sea). Andrea Rosenberg is an editor of {The Buenos Aires Review} and has translated works from Spanish and Portuguese. [MCG]"
https://lccn.loc.gov/bi2019001781,"Guerra, Wendy ",Cuba,Revolution Sunday:a novel ,Achy Obejas ,Brooklyn,Melville House ,2018,"This is the translation of a novel by well-known contemporary Havana author Wendy Guerra (b. 1970), published as {Domingo de revolución} in 2016 in Spain (Anagrama) (see {HLAS 74:1890}. This book is her English-language debut. This self-referential fictional novel chronicles the life and adventures of a Havana writer, Cloe, who travels between Spain and Cuba and navigates the worlds she lives in amidst love, family, memory, and surveillance. As described in the {NPR} review, ""{Revolution Sunday} is a complicated book, and a challenging one. It mixes poetry and prose, autofiction and hyperrealism, intense sensory detail and complete logistical vagueness. It has a plot, but not one that provides much momentum, or even meaning. Cleo floats through time and space - her senses are cranked up to eleven, but it's hard to imagine her walking, or combing her hair. Her internal weather is the novel's driving force"" (Lily Meyer, {NPR} review, Dec. 2018). Recognized as one of the vibrant voices in Latin American and Caribbean literature today, poet, journalist, and fiction writer Guerra has received critical acclaim and is a Chevalier des Arts et des Lettres, conferred by France. Her texts often combine filmic, personal, and poetic elements. Havana-born, US-based author, journalist, and translator Achy Ovejas is the author of {The Tower of The Antilles}, which was nominated for a PEN/Faulkner award and has received a number of literary and journalism awards. She has translated works by several contemporary Cuban and Latin American authors, among them Wendy Guerra, Junot Díaz, Rita Indiana, and several pieces included in the anthology {Havana Noir}. [MCG]"
https://lccn.loc.gov/bi2019004218,Gusti ,Argentina,Mallko and dad ,Mara Faye Lethem,New York,Enchanted Lion Books ,2018,"This is the translation of {Mallko y papá} (2014), a collage-style, illustrated autobiographical story in the form of a diary; the narrator is a father whose son, Mallko, has Down syndrome. Intimate and poignant, it relates both elements of everyday life and of the father's inner conflicts and emotions. It's a book that seems aimed at helping {parents} of children with special needs - and perhaps those children themselves, as well as their typically developing siblings - come to terms with their shared lives (Craig Morgan T. Review ""A Father's Tribute to His Son With Down Syndrome"" {The New York Times}, 2018.) The author, Gustí, was born in Argentina and has lived in Europe since he moved there to study design in Italy in 1985. He first worked in Paris and currently lives in Barcelona where, as well as working as a teacher and an illustrator. He co-founded the nonprofit association Windown-La Ventana, which works towards building a more inclusive society. This book, which was selected as the best book in the disability category by the Bologna Book Fair in 2016, comes as a call and a revelation. Mara Faye Lethem is an experienced, award-winning translator who has translated novels by Jaume Cabré, David Trueba, Albert Sánchez Piñol, Javier Calvo, Patricio Pron, Marc Pastor and Toni Sala, among others, and shorter fiction by such authors as Juan Marsé, Rodrigo Fresán, Pola Oloixarac, Teresa Colom, and Alba Dedeu. Her translation of {The Whispering City}, by Sara Moliner, received an English PEN Award and two of her translations were nominated for the 2016 International IMPAC Dublin Literary Award. [MCG]"
https://lccn.loc.gov/bi2019002351,"Herbert, Julian ",Mexico,Tomb song:a novel ,Christina MacSweeney ,Minneapolis,Graywolf Press ,2018,"English-language debut by critically acclaimed contemporary Mexican author Julián Herbert (b. 1971), this is the translation of the novel {Canción de tumba} (2011). The coming-of-age, autobiographical fictional narrative weaves fiction, memoir, and essay for a beautiful, poignant exploration of love and death. It opens with the protagonist, Julián, sitting at his sick mother's bedside as she is dying in a hospital in northern Mexico. The narrator begins to remember his childhood and youth, as the single child of the prostitute Guadalupe, growing up in brothels in this tough community, with half brothers and sisters from a different father, and then going from city to city. The protagonist Julián's stories alternate between the past and the present as, while pacing around the hospital, he narrates his life as a writer in today's Mexico. Herbert's style is enthralling, as noted in the numerous reviews praising the novel and its translation. ""From its pathos-filled prologue to its poignant closing lines, Herbert's novel is shot through with fury and filial love. This sounds bleak - it isn't. Indeed, it is one of the novel's characteristics that it is able to swing from heartbreak to grisly humor within a few lines."" (Ángel Gurría Quintana, {Words Without Borders}, April 2018). Born in Acapulco, Herbert is known for his poetry, essays, short stories, and now as a novelist. He has also translated poetry from English. A prolific writer, he has received several awards, including the Premio Gilberto Owen for poetry in 2003, Juan José Arreola award for short story (2006) in Mexico, the Jaén Prize, in Spain, and the Elena Poniatowska Novel Prize, in Mexico. England-based Christina MacSweeney, who also translated Herbert's {The House of the Pain of Others} (see item #bi2019002370#) has published translations, articles, and was was awarded the 2016 Valle Inclán Translation Prize for her translation of Valeria Luiselli's {The Story of My Teeth} (see {HLAS 72:XXXX}). [MCG]"
